Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
280-02;280;Diss Victoria Road;South East;Refrigeration;Electricity;Refrigeration;Implemented;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = HTA-D -- R407f) is set to 165 PSI [27.9°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 120.1 PSI [18°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;13893;1250;Laurent Crolard;;2014/10/10 15:33;23/01/2014 09:00:00;;15/05/2014 10:30:00;;20/03/2015 14:56:33;Richard Lacey;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 1:00;elutions@elutions.com;06/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : Engineer updated 28/05/14 Andy Baker|17/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 165 PSI|09/07/2014 01:00:00|elutions@elutions.com|The floating discharge isn't enabled and the setpoint is at 165 and the min setpoint as well. |10/10/2014 15:33:36|Richard Lacey|SET AS REQUESTED;;
280-01;280;Diss Victoria Road;South East;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = LT-D -- R404a) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;8154;734;Laurent Crolard;;;23/01/2014 09:00:00;;15/05/2014 10:30:00;2014/10/10 15:30;20/03/2015 14:56:33;Richard Lacey;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 1:00;elutions@elutions.com;06/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : Engineer updated 28/05/14 Andy Baker|17/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 161 PSI|09/07/2014 01:00:00|elutions@elutions.com|The floating discharge is enabled but the setpoint is at 161 and the min setpoint as well. |10/10/2014 15:28:12|Richard Lacey|SET AS REQUESTED BUT SYSTEM WILL NOT OPERATE AT THIS PRESSURE AND CASES STRUGGLE TO MAINTAIN TEMP.. FOLLOWING TEST RESET PARAMETER TO AS FOUND SETTING;;
269-06;269;Cardiff Ty Glas Road;South West;Capital;Electricity;Refrigeration;New;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT2 (label name = 600.0 -- R407a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;8070;726;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
269-05;269;Cardiff Ty Glas Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT2 (label name = 600.0 -- R407a) is set to 149 PSI [21.1°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;11239;1011;Laurent Crolard;;;23/01/2014 09:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
269-04;269;Cardiff Ty Glas Road;South West;Capital;Electricity;Refrigeration;New;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = 500.0 -- R407a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;8015;721;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
269-03;269;Cardiff Ty Glas Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = 500.0 -- R407a) is set to 147 PSI [20.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;9928;894;Laurent Crolard;;;23/01/2014 09:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
269-02;269;Cardiff Ty Glas Road;South West;Capital;Electricity;Refrigeration;New;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = 700.0 -- R744) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4577;412;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
269-01;269;Cardiff Ty Glas Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = 700.0 -- R744) is set to 165.0 PSI [-34.2 °„C]. Floating Suction Mode = Null;The suction setpoint on JTL, could be changed to 172.5 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;2479;223;Laurent Crolard;;;23/01/2014 09:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;25/07/2014 01:00:00;elutions@elutions.com;25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-14;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT800 (label name = 800.0 -- R407a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;2475;223;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 35 PSI, which is really low for an HT pack this could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-13;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT500 (label name = 500.0 -- R404a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;2727;245;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 48 PSI|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-12;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT400 (label name = 400.0 -- R404a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4511;406;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 44 PSI|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-11;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT300 (label name = 300.0 -- R404a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4511;406;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:31;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 44 PSI|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-10;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack LT100 (label name = 100.0 -- R404a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4090;368;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 8 PSI|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-09;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Realized;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT200 (label name = 200.0 -- R404a) is set to 10.0 PSI [-34.1 °„C]. Floating Suction Mode = Null;The suction setpoint on JTL, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;5168;465;Laurent Crolard;;2014/3/6 11:30;23/01/2014 09:00:00;2014/3/6 12:00;2014/3/6 10:30;;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the settings is now set to 11.1 PSI, the current value is still lower (9.9 PSI);;
321-08;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Realized;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack HT500 (label name = 500.0 -- R404a) is set to 35.0 PSI [-16.4 °„C]. Floating Suction Mode = Null;The suction setpoint on JTL, could be changed to 78.1 PSI [-12°„C]. The floating suction mode should be enabled if possible;23/01/2014 09:00:00;2087;188;Laurent Crolard;;2014/3/6 11:30;23/01/2014 09:00:00;2014/3/6 12:00;2014/3/6 10:30;;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the settings is now set to 11.1 PSI, the current value is still lower (9.9 PSI);;
321-07;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT100 (label name = 100.0 -- R404a) is set to 9.0 PSI [-35.1 °„C]. Floating Suction Mode = Null;The suction setpoint on JTL, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;4173;376;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|the floating setpoint is set at 8 PSI|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-06;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT800 (label name = 800.0 -- R407a) is set to 190 PSI [29.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;10353;932;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 40 PSI and the floating setpoint is in fault status. The current value is at 179,9 PSI. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-05;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT500 (label name = 500.0 -- R404a) is set to 190 PSI [29.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;6876;619;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Unable to make setting changes as controller software does not have this setting visible. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 180 PSI and the floating setpoint is in fault status. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-04;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT400 (label name = 400.0 -- R404a) is set to 180 PSI [27.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;8495;765;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Adjusted settings - This caused cabinets to go high temp. Further investigations required, Settings set back to original. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 180 PSI and the floating setpoint is in fault status. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-03;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT300 (label name = 300.0 -- R404a) is set to 190 PSI [29.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;11377;1024;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Adjusted settings - This caused cabinets to go high temp. Further investigations required, Settings set back to original. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 180 PSI and the floating setpoint is in fault status. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-02;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT200 (label name = 200.0 -- R404a) is set to 180 PSI [27.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;7702;693;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Adjusted settings - This caused cabinets to go high temp. Further investigations required, Settings set back to original. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 190 PSI and the floating setpoint is in fault status. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
321-01;321;Bideford Kingsley Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT100 (label name = 100.0 -- R404a) is set to 180 PSI [27.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;7702;693;Laurent Crolard;;;23/01/2014 09:00:00;;2014/3/6 10:30;25/07/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Adjusted settings - This caused cabinets to go high temp. Further investigations required, Settings set back to original. |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 21.5.14, changed Set-points |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is set at 190 PSI and the floating setpoint is in fault status. This could be reviewed.|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
